,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","PASSAGEIROS COM GRATUIDADE ESTUDANTE

(M)","TOTAL PASSAGEIROS TRANSPORTADOS

(N) = (J + K + L + M)"
1076,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L1010 - PQ FLORESTAL/TERM VARGINHA,118,277,12,0,2,149,13,1,2,575,374,147,16,1112
1077,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L1041 - MESSIANICA/TERM VARGINHA,62,249,10,0,0,110,4,1,3,439,286,96,14,835
1078,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L1110 - ILHA DO BORORE/TERM STO AMARO,377,497,31,5,1,330,20,113,8,1382,593,422,67,2464
1079,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,601610 - JD NORONHA/TERM GRAJAU,314,1349,146,20,4,995,42,423,31,3324,1644,603,135,5706
1080,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,601641 - JD PORTO VELHO/TERM GRAJAU,265,874,71,13,0,697,24,258,17,2219,1193,366,104,3882
1081,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,602710 - Jd Graúna - Term Santo Amaro,440,1014,110,26,8,946,37,203,13,2797,1512,977,131,5417
1082,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,603010 - FACULDADE OSEC/TERM STO AMARO,587,1210,170,34,3,1240,53,107,26,3431,2308,1245,147,7131
1083,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,603110 - Jd S Bernardo - Term Sto Amaro,496,1442,118,32,1,1433,37,839,49,4448,1796,841,152,7237
1084,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,603410 - Pq Res Cocaia - Term Sto Amaro,419,1144,97,13,1,1097,48,343,36,3198,1454,701,107,5460
1085,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605010 - J VALE DAS VIRTUDES/SANTO AMAR,127,325,38,4,0,270,13,94,9,880,391,245,32,1548
1086,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605110 - JD ITAJAI/TERM VARGINHA,30,286,30,6,1,199,8,0,4,564,330,240,32,1166
1087,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605210 - J SETE SETEMBRO/TERM VARGINHA,137,886,92,8,3,613,26,0,19,1784,1341,598,83,3806
1088,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605231 - JD ALMEIDA PRADO/TERM VARGINHA,27,172,19,0,1,122,7,0,3,351,285,128,17,781
1089,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605310 - JD ELLUS/TERM GRAJAU,127,432,33,4,0,356,20,110,7,1089,498,304,52,1943
1090,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605510 - JD SAO BERNARDO/SHOP INTERLAGO,284,690,56,15,0,706,29,9,6,1796,857,436,70,3159
1091,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605610 - PQ SANTA CECILIA/TERM GRAJAU,428,1332,163,37,1,1235,32,517,50,3797,2198,851,137,6983
1092,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605710 - VILA NATAL/TERM GRAJAU,571,1811,192,41,1,1522,56,698,62,4954,2385,936,160,8435
1093,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,605810 - JD NORONHA/TERM VARGINHA,178,758,76,14,4,451,32,0,14,1527,1121,511,75,3234
1094,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606110 - JD MARILDA/TERM GRAJAU,396,1365,95,28,2,1013,38,525,36,3498,1173,551,112,5334
1095,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606210 - JD CASTRO ALVES/SANTO AMARO,336,779,88,19,0,691,30,167,17,2129,1290,801,104,4324
1096,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606251 - JD CASTRO ALVES/TERM STO AMARO,422,1109,161,23,3,1336,44,246,28,3373,1561,779,110,5823
1097,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606310 - JD VARGINHA/TERM VARGINHA,337,1958,225,19,2,1570,80,2,31,4224,3140,974,181,8519
1098,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606341 - JD VARGINHA/TERM VARGINHA,171,859,87,12,2,725,39,0,16,1911,1301,364,91,3667
1099,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606342 - CHACARA STO AMARO/TER VARGINHA,172,663,51,5,2,357,35,0,5,1290,845,366,36,2537
1100,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,606910 - JD SAO BERNARDO/SANTO AMARO,315,832,83,20,1,660,29,15,17,1972,1433,817,102,4324
1101,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607110 - JD ORION/TERM SANTO AMARO,334,623,50,15,3,679,18,104,21,1847,806,667,87,3407
1102,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607210 - JD SAO NICOLAU/TERM. VARGINHA,583,2383,274,22,7,1638,81,3,34,5026,3250,1077,262,9615
1103,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607223 - TERM VARGINHA/BALNEARIO S JOSE,14,98,11,1,0,97,1,0,1,223,150,81,18,472
1104,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607310 - JD SANTA TEREZINHA/TERM VARGIN,253,754,96,9,0,504,55,0,25,1696,1179,468,95,3438
1105,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607410 - JD GAIVOTAS/EST JURUBATUBA,524,1007,112,22,1,985,50,171,17,2889,1371,666,104,5030
1106,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607510 - JD REC CAMPO BELO/T VARGINHA,144,618,54,6,1,368,24,1,11,1227,897,300,66,2490
1107,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607521 - JD ARUAN / TERM VARGINHA,93,570,55,12,1,390,11,0,6,1138,899,257,81,2375
1108,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607610 - JD PROGRESSO/TERM STO AMARO,404,1086,104,37,0,1024,50,220,30,2955,1581,997,157,5690
1109,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,607810 - CANTINHO DO CEU/SHOP INTERLAGO,898,2087,241,28,2,2011,124,24,29,5445,3238,1088,198,9969
1110,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,608010 - JD LUCELIA/SHOP INTERLAGOS,501,1256,151,23,0,1152,71,13,12,3183,2317,990,112,6602
1111,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,608310 - TERM GRAJAU/JD ELIANA,408,888,98,17,2,841,37,512,38,2841,1491,644,94,5070
1112,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,608410 - JD CHACARA DO SOL/TERM VARGINH,345,1275,170,12,0,922,53,1,24,2802,1831,901,153,5687
1113,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,609210 - JD DAS PEDRAS/TERM GRAJAU,183,633,50,12,0,554,19,278,18,1749,745,290,60,2844
1114,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,609310 - VARGEM GRANDE/TERM VARGINHA,1057,2388,220,54,1,2003,83,948,75,6831,3245,1258,298,11632
1115,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,609910 - PAPAI NOEL - TERM.PARELHEIROS,226,589,46,14,0,458,30,263,23,1652,802,273,92,2819
1116,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,611010 - CONJ HAB PALMARES/CHAC MONTE A,633,1630,178,24,1,1804,91,3,18,4383,3310,1127,149,8969
1117,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,611510 - CANTINHO DO CEU/TERM GRAJAU,809,2118,168,41,7,1835,89,847,64,5979,2731,1137,205,10052
1118,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,611541 - PQ RES DOS LAGOS/TERM GRAJAU,2,29,3,0,0,51,1,2,1,89,8,19,2,118
1119,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,611610 - JD PRAINHA/TERM GRAJAU,488,1558,138,15,0,1300,61,411,26,3997,1710,726,160,6593
1120,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,611810 - JD ICARAI/SANTO AMARO,365,996,75,22,2,845,39,25,13,2383,1221,813,69,4486
1121,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,612010 - JD LUCELIA/TERM GRAJAU,380,1183,107,27,0,960,16,397,28,3098,1423,808,98,5427
1122,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,672610 - JD GAIVOTA/METRO ANA ROSA,936,2790,253,49,5,2377,122,810,62,7406,3135,1410,234,12185
1123,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N73611 - T JD ANGELA/JD HORIZONTE AZUL,5,17,7,1,0,29,1,0,0,60,139,4,3,206
1124,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N73711 - TERM JD ANGELA/PARQUE DO LAGO,7,8,3,0,0,13,2,1,0,34,64,7,0,105
1125,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N73811 - TERM GUARAPIRANGA/PQ DO LAGO,1,11,9,0,0,18,0,0,0,39,26,5,0,70
1126,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N73911 - TERM CAPELINHA/JD UNIVERSAL,3,14,3,0,0,14,0,0,0,34,38,2,3,77
1127,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N74011 - TERM JD ANGELA/JD RIVIERA,6,17,1,0,0,17,0,0,0,41,56,5,1,103
1128,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N74311 - TERM JOAO DIAS/JARDIM PLANALTO,3,18,2,0,0,28,4,0,0,55,60,3,2,120
1129,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,N74611 - TERM CAMPO LIMPO/JARDIM IRENE,6,17,3,0,0,36,7,0,0,69,98,4,0,171
1130,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,600810 - JD PLANALTO/SANTO AMARO,563,1365,136,26,9,1206,76,82,23,3486,2005,774,126,6391
1131,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,601010 - JD SAO LUIZ/SANTO AMARO,993,1646,196,67,4,1726,153,234,62,5083,2203,1662,150,9098
1132,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,601210 - JD ANGELA/SANTO AMARO,315,786,78,20,3,646,69,9,17,1943,1321,574,99,3937
1133,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,601231 - PQ INDEPENDENCIA/JD ANGELA,23,59,9,0,0,74,0,0,5,170,137,56,7,370
1134,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,601510 - VILA CALU/SANTO AMARO,715,1967,204,25,7,1577,143,44,24,4706,3104,881,190,8881
1135,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,601710 - JD NAKAMURA/SANTO AMARO,557,1420,151,21,2,1246,128,25,21,3572,2266,940,172,6950
1136,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,602210 - PQ CEREJEIRA/SANTO AMARO,217,635,62,4,0,511,50,21,7,1507,1042,328,66,2943
1137,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,602510 - JD GUARUJA/SANTO AMARO,308,746,81,17,3,790,44,11,15,2015,1035,619,59,3728
1138,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,602810 - RIVIERA/SANTO AMARO,601,1323,170,27,4,1120,56,100,11,3412,1961,892,145,6410
1139,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603510 - JD GILDA/SANTO AMARO,697,1465,160,28,2,1292,88,46,21,3799,2580,695,202,7276
1140,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603521 - V GILDA/TERM GUARAPIRANGA,325,766,61,10,3,640,35,0,7,1847,841,412,90,3190
1141,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603610 - JD MACEDONIA/SANTO AMARO,520,958,100,27,1,1015,52,159,22,2854,1522,405,90,4871
1142,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603710 - JD MITSUTANI/SANTO AMARO,422,847,77,18,1,877,65,161,25,2494,1612,384,84,4574
1143,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603810 - JD DAS ROSAS/SANTO AMARO,946,1500,143,30,5,1786,85,220,36,4752,2270,732,175,7929
1144,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,603910 - VALO VELHO/SANTO AMARO,814,1329,153,46,4,1629,78,188,43,4285,3050,939,160,8434
1145,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604110 - JD JANGADEIRO/SANTO AMARO,571,1654,189,29,1,1952,102,215,43,4757,2730,900,166,8553
1146,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604210 - JD TRES ESTRELAS/SANTO AMARO,348,764,128,26,2,955,39,170,21,2454,1708,603,101,4866
1147,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604221 - JD SONIA/INGA,28,71,15,1,0,84,4,11,0,214,182,79,11,486
1148,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604310 - JD CAPELINHA/SANTO AMARO,435,927,116,26,0,1034,43,37,9,2627,1306,652,83,4668
1149,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604410 - JD STO EDUARDO/SANTO AMARO,551,1020,158,28,0,1298,52,112,24,3244,1829,556,119,5748
1150,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604510 - VALO VELHO/SANTO AMARO,1060,1655,206,32,4,1818,95,208,32,5111,2799,1137,150,9197
1151,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604521 - VALO VELHO/CAPAO REDONDO,10,55,6,3,0,77,1,11,2,165,61,21,1,248
1152,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604610 - JD SAO BENTO NOVO/SANTO AMARO,307,551,76,16,1,644,33,135,13,1778,1191,408,60,3437
1153,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,604710 - JD LIDIA/SANTO AMARO,483,1015,106,14,3,1244,112,15,43,3036,1347,713,86,5182
1154,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,605910 - JD UNIVERSAL/SANTO AMARO,202,593,68,14,1,767,38,5,11,1699,770,521,43,3033
1155,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,625810 - JD SAO FRANCISCO/CHAC STO ANTO,473,990,103,20,3,845,35,64,8,2541,1317,544,104,4506
1156,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,625831 - PQ FIGUEIRA G/T GUARAPIRANGA,48,71,10,0,0,92,4,0,1,226,162,139,11,538
1157,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,677Y10 - JD GUARUJA/VILA GUARANI,502,809,135,27,5,1435,57,85,23,3078,1711,615,66,5470
1158,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,681210 - JD CAPELA/SANTO AMARO,295,768,72,16,0,679,56,11,6,1903,1316,474,77,3770
1159,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,700510 - JD VERA CRUZ/JD ANGELA,260,785,88,12,3,741,42,36,16,1983,1480,389,95,3947
1160,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,700551 - JD VERA CRUZ/M CAPAO REDONDO,511,1530,150,28,7,1413,79,342,28,4088,2553,733,190,7564
1161,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,700610 - JD HORIZONTE AZUL/JD ANGELA,490,1779,194,20,1,1586,76,2,20,4168,2799,739,231,7937
1162,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,700651 - JD HORIZON AZUL/M CAPAO REDON ,672,1786,179,30,4,1807,103,395,40,5016,2908,875,226,9025
1163,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,700910 - JD SAO LOURENÇO/JD ANGELA,96,324,44,9,0,300,22,1,7,803,605,291,45,1744
1164,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,701110 - JD DOS REIS/JD ANGELA,342,1155,143,19,1,933,72,4,21,2690,1564,524,122,4900
1165,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,701121 - CHACARA STA MARIA/JD ANGELA,61,179,20,6,1,148,11,0,1,427,274,95,26,822
1166,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,701131 - JD DOS REIS/JD ANGELA,40,147,15,1,0,113,6,1,2,325,142,54,9,530
1167,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,701210 - PQ DO LAGO/TERM GUARAPIRANGA,374,962,106,21,2,868,60,5,6,2404,1712,701,113,4930
1168,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,704910 - PARQUE DO LAGO/T CAMPO LIMPO,625,1365,140,27,8,1157,98,8,25,3453,2400,728,118,6699
1169,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705110 - JD ROSANA/TERM CAMPO LIMPO,197,717,54,11,2,663,37,0,4,1685,906,270,54,2915
1170,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705210 - JD HELGA/TERM CAMPO LIMPO,209,580,47,11,0,547,26,4,18,1442,1093,331,56,2922
1171,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705310 - JD MACEDONIA/TERM CAMPO LIMPO,413,1346,125,9,1,1230,61,4,20,3210,2110,617,102,6039
1172,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705321 - JD MARIA SAMPAIO/T CAMPO LIMPO,155,466,30,5,0,383,23,1,6,1069,742,165,28,2004
1173,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705322 - JD MARIA SAMPAIO/T CAMPO LIMPO,102,343,18,7,1,262,16,3,8,760,513,111,28,1412
1174,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705410 - JD MACEDONIA/TERM CAMPO LIMPO,119,368,47,5,0,358,25,2,4,928,723,156,40,1847
1175,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705510 - JD GUARUJA/TERM CAMPO LIMPO,866,1600,167,33,2,1766,76,207,37,4754,2346,945,154,8199
1176,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705710 - JD MITSUTANI/TERM CAMPO LIMPO,58,223,19,3,0,238,8,0,4,553,327,132,14,1026
1177,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,705810 - JD MITSUTANI/TERM CAMPO LIMPO,86,265,24,4,0,228,6,0,3,616,490,127,28,1261
1178,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,706210 - INOCOOP C LIMPO/T CAMPO LIMPO,162,575,51,6,1,405,55,5,8,1268,829,294,39,2430
1179,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,706231 - CAMPO LIMPO/TERM CAMPO LIMPO,94,287,27,5,0,193,18,1,7,632,485,155,16,1288
1180,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,706241 - METRO CAMPO LIMPO/HORTO DO YPE,76,138,15,16,0,172,5,81,4,507,206,78,19,810
1181,2015-12-31,PERMISSAO,AREA 7,TRANSWOLFF,706310 - JD MACEDONIA/TERM CAMPO LIMPO,330,827,95,29,1,724,44,2,12,2064,1152,377,57,3650
1182,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,N83711 - TERM JOAO DIAS/CDHU BUTANTA,2,6,1,0,0,20,0,0,0,29,4,0,0,33
1183,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,700210 - JD ROSA MARIA/HOSP CLINICAS,671,827,57,25,0,867,38,164,14,2663,948,453,101,4165
1184,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,704010 - PARAISOPOLIS/PINHEIROS,488,1471,51,11,0,1305,20,348,18,3713,1279,237,44,5273
1185,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,736G10 - JD INGA/BORBA GATO,185,408,48,7,1,553,12,76,11,1301,518,213,33,2065
1186,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,736I10 - JD INGA/STO AMARO,544,1012,97,14,0,1092,44,177,21,3001,1341,585,105,5032
1187,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,746C10 - JD TABOAO/STO AMARO,762,1009,137,24,8,1325,53,84,6,3409,2271,436,57,6173
1188,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,746H10 - JD JAQUELINE/STO AMARO,1081,1826,132,22,1,1696,98,48,22,4926,2143,440,126,7635
1189,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,802510 - JD ROSA MARIA/BUTANTA,203,214,13,5,0,222,3,70,5,735,282,222,26,1265
1190,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,802610 - JD INGA/BUTANTA,163,210,12,9,0,140,1,60,3,598,191,82,14,885
1191,2015-12-31,PERMISSAO,AREA 8,ALFA RODOBUS,803810 - JAGUARE/LAPA,973,816,32,19,2,1268,9,293,13,3425,1115,490,91,5121
1192,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,N84311 - TERM CAPELINHA/JARDIM ARARIBA,9,10,4,0,0,23,3,0,1,50,66,7,0,123
1193,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,641210 - PARAISOPOLIS/TERM PRINC ISABEL,196,564,33,1,0,758,41,32,1,1626,421,120,29,2196
1194,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,641810 - REAL PARQUE/TERM BANDEIRA,37,206,8,2,0,205,7,2,0,467,89,35,11,602
1195,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,683710 - JD DAS PALMAS-TERM CAPELINHA,572,1062,126,17,2,1142,43,110,15,3090,1896,781,92,5859
1196,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,701310 - PQ ARARIBA/PINHEIROS,458,651,43,24,3,681,14,168,10,2053,905,490,69,3517
1197,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,745M10 - CAMPO LIMPO/SHOP SP MARKET,1020,1813,218,39,5,1843,197,155,39,5330,2634,1544,180,9688
1198,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,746F10 - JD PALMAS/STO AMARO,445,862,72,25,1,757,40,68,9,2281,1054,519,56,3910
1199,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,746K10 - PARAISOPOLIS/BROOKLIN,221,577,21,11,0,652,16,6,3,1507,693,114,34,2348
1200,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,746P10 - PARAISOPOLIS/STO AMARO,657,1731,56,26,2,1491,47,88,14,4112,2116,362,98,6688
1201,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,746R10 - REAL PARQUE/STO AMARO,174,422,40,7,0,385,14,69,8,1119,1163,175,69,2526
1202,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,746V10 - JD REBOUCAS/STO AMARO,393,499,63,13,3,543,34,36,4,1589,949,606,49,3193
1203,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,756A10 - JD PAULO VI/STO AMARO,502,975,99,17,1,998,29,12,5,2638,1232,396,89,4355
1204,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,775F10 - JD DAS PALMAS/HOSP CLINICAS,933,1628,99,40,4,1804,40,270,8,4826,1775,517,59,7177
1205,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,807J10 - TERM CAMPO LIMPO/SHOP MORUMBI,326,544,49,18,2,577,36,18,6,1577,1006,162,34,2779
1206,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,807M10 - T CAMPO LIMPO/SHOPPING MORUMBI,937,1614,108,32,6,1468,54,25,3,4247,2093,661,98,7099
1207,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,807P10 - PARAISOPOLIS/SANT0 AMARO,216,703,27,7,0,582,41,26,7,1609,961,151,32,2753
1208,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,807210 - PQ IPE/BUTANTA,587,902,95,17,3,883,37,290,17,2833,1155,511,74,4573
1209,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,807310 - JD GUARAU/BUTANTA,434,480,38,15,0,486,13,155,11,1632,563,309,72,2576
1210,2015-12-31,PERMISSAO,AREA 8,TRANSCAP,809L10 - CAMPO LIMPO/LAPA,474,837,88,22,0,715,31,59,4,2230,1826,373,68,4497
